repo_path,source_path,source_SHA256,staged_SHA256,category,scientific_role,license_class,modified_for_portability,included_reason
src/latent_alignment/tp2b/stability_math.py,TARELA_TP2B_Latent_Stability_v1.0/tp2b/stability_math.py,8257a7e1df3505f9c38cec034d2b871aa1feefa926a4f0e73432ba3cf14efb00,8257a7e1df3505f9c38cec034d2b871aa1feefa926a4f0e73432ba3cf14efb00,code,TP2B latent alignment metrics,PROJECT_ORIGINAL,NO,TP2B latent alignment metrics
src/models/__init__.py,generated during TP-2M.5E.2 validation,NA,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/__pycache__/__init__.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,a85890f91f56254ff3ff8ff33c18eee4a105ad923cffeb93350191f152eaa92e,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/__pycache__/controlled_receivers.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,384d6b2c40a5bd3f490cfe445c19c661f8d3279a759a3ce0d1bb9aa3054f6664,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/controlled_receivers.py,TP2M5B/scripts/run_tp2m5b_gru_single.py + TP2M5C/scripts/run_tp2m5c_transformer_single.py,d79bc6ad349a498be0534c8cae7e5e750a8f73b9b21f0124ced581ca0333a682;5027439a1e662e858a3de60481919bb22524fb0ea5ac8ffaebaa7dcbfbc56aad,6bfc2d4aa5a84c045e0f5bf9386d72c9c55f579d51dc09f8bde7c41ed1ec2d17,code,portable GRU and Transformer receiver substitution model definitions,PROJECT_ORIGINAL,YES,extracts frozen receiver definitions without absolute project roots or training loop
src/models/tarela_py2/__init__.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/__init__.py,ef214b4d8bff0b7307ef89c0349fd83d86971f853ef530588132772a547a1abe,ef214b4d8bff0b7307ef89c0349fd83d86971f853ef530588132772a547a1abe,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/__pycache__/__init__.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,f7814312626040bd2ee2e931f139e5b189d546480972818bb4906513d38d27e9,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/tarela_py2/__pycache__/config.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,b2f67dcc949566c4e50abec33de83a1616c8e701081429e78a9800617ec872bf,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/tarela_py2/__pycache__/model_tf.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,1db7c071dcd1b4f4ae1466665bf5e23a8d24d6a5b9a31219e88ee15b16c0716a,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/tarela_py2/__pycache__/prepare.cpython-39.pyc,generated during TP-2M.5E.2 validation,NA,ca5fc20f1019a43355227372c5c39c79b2fa8cb148e8506e32074fb1aff28240,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/models/tarela_py2/config.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/config.py,da91e86fad5d3259ee36c12e3bfc928b619fd762bda74c6787215910ed15561e,da91e86fad5d3259ee36c12e3bfc928b619fd762bda74c6787215910ed15561e,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/losses_tf.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/losses_tf.py,980c1c1a1a81c23699c071d35b4d23b994cbb5350e6a0be1ccae9a8c5ab0f880,980c1c1a1a81c23699c071d35b4d23b994cbb5350e6a0be1ccae9a8c5ab0f880,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/math_reference.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/math_reference.py,940aab4ec5c9361476425acded75a3f854d05cb01eb9411af5c24d8b0ec5b241,940aab4ec5c9361476425acded75a3f854d05cb01eb9411af5c24d8b0ec5b241,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/model_tf.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/model_tf.py,aed5f7a38bb763fcd7f42ec9c42c2d7f3b8740b0ed1d7acfd8dd9ef99cd2f8d0,aed5f7a38bb763fcd7f42ec9c42c2d7f3b8740b0ed1d7acfd8dd9ef99cd2f8d0,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/prepare.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/prepare.py,2010822ef8f752c36e6a962b2addc495634db2bf90be6c265bb3f81064099599,2010822ef8f752c36e6a962b2addc495634db2bf90be6c265bb3f81064099599,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/models/tarela_py2/training_tf.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py2/training_tf.py,bfafee817344c6cdb494af2d9cf957e0ba056a63fa85662f328320656629d8cd,bfafee817344c6cdb494af2d9cf957e0ba056a63fa85662f328320656629d8cd,code,"reference TARELA-LSTM, RevIN, Sparsemax, losses, training governance",PROJECT_ORIGINAL,NO,canonical PY-2 model dependency
src/preprocessing/tarela_py1/__init__.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py1/__init__.py,28374f6273d774d76fa96cb0f76ea75511c0e8af7a15da523c8f7f64f26a093d,28374f6273d774d76fa96cb0f76ea75511c0e8af7a15da523c8f7f64f26a093d,code,canonical sequence construction and chronological partitioning,PROJECT_ORIGINAL,NO,canonical PY-1 preprocessing dependency
src/preprocessing/tarela_py1/pipeline.py,TARELA_TP1D_MultiSeed_Telemetry_v1.0/reference_core/tarela_py1/pipeline.py,dbde706faa0ca63220a884e5d0e321e948a314878c0ae47ee43e0179e4d76b33,dbde706faa0ca63220a884e5d0e321e948a314878c0ae47ee43e0179e4d76b33,code,canonical sequence construction and chronological partitioning,PROJECT_ORIGINAL,NO,canonical PY-1 preprocessing dependency
